site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J153 96MAR21 1996.2190 50163 845 4 141.2 -183 -0.557077 4498937 0.282188 116 0.713008 0.0000 0.001132 0.001518 0.005260 -0.037800 0.027087 -0.173671 40.6250706759 -218.8021694455 116.71301
J153 96MAR22 1996.2218 50164 845 5 141.2 -183 -0.554696 4498937 0.281298 116 0.732445 0.0000 0.001140 0.001539 0.005402 -0.031583 0.003548 -0.163201 40.6250706679 -218.8021694173 116.73244
J153 96MAR23 1996.2245 50165 845 6 141.2 -183 -0.557460 4498937 0.281028 116 0.721118 0.0000 0.001144 0.001558 0.005491 -0.027269 0.035357 -0.157383 40.6250706655 -218.8021694500 116.72112
J153 96MAR24 1996.2272 50166 846 0 141.2 -183 -0.552941 4498937 0.281523 116 0.710141 0.0000 0.001175 0.001502 0.005352 -0.071809 0.045810 -0.078994 40.6250706699 -218.8021693966 116.71014
J153 96MAR25 1996.2300 50167 846 1 141.2 -183 -0.553173 4498937 0.282640 116 0.731741 0.0000 0.001182 0.001521 0.005387 -0.001820 0.008521 -0.084279 40.6250706800 -218.8021693993 116.73174
J153 96MAR26 1996.2327 50168 846 2 141.2 -183 -0.549389 4498937 0.278284 116 0.735759 0.0000 0.001164 0.001490 0.005444 -0.033951 0.039077 -0.097021 40.6250706408 -218.8021693546 116.73576
J153 96MAR27 1996.2355 50169 846 3 141.2 -183 -0.556743 4498937 0.275614 116 0.711263 0.0000 0.001120 0.001482 0.005198 0.035833 0.041159 -0.089914 40.6250706167 -218.8021694415 116.71126
J153 96MAR28 1996.2382 50170 846 4 141.2 -183 -0.554366 4498937 0.278991 116 0.715925 0.0000 0.001123 0.001498 0.005299 -0.023276 0.050201 -0.088310 40.6250706471 -218.8021694134 116.71592
J153 96MAR29 1996.2409 50171 846 5 141.2 -183 -0.551239 4498937 0.282781 116 0.713520 0.0000 0.001127 0.001475 0.005262 -0.011704 0.013177 -0.068414 40.6250706813 -218.8021693765 116.71352
J153 96MAR30 1996.2437 50172 846 6 141.2 -183 -0.553744 4498937 0.280529 116 0.714959 0.0000 0.001104 0.001446 0.005217 -0.030872 0.023214 -0.103292 40.6250706610 -218.8021694061 116.71496
J153 96MAR31 1996.2464 50173 847 0 141.2 -183 -0.559351 4498937 0.282541 116 0.725840 0.0000 0.001143 0.001472 0.005402 0.005549 0.024146 -0.144426 40.6250706791 -218.8021694724 116.72584
