site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J027 94SEP29 1994.7433 49624 768 4 141.8 -929 -0.421069 4444346 0.769579 91 0.944342 0.0000 0.001472 0.001713 0.006394 -0.095865 -0.069377 -0.068459 40.1334499681 -218.2109051922 91.94434
J027 94SEP30 1994.7461 49625 768 5 141.8 -929 -0.439307 4444346 0.774109 91 0.940590 0.0000 0.001208 0.001447 0.005393 0.014835 0.063465 -0.074449 40.1334500089 -218.2109054062 91.94059
J027 94OCT01 1994.7488 49626 768 6 141.8 -929 -0.436002 4444346 0.768341 91 0.959798 0.0000 0.001101 0.001381 0.005102 -0.032619 0.009399 -0.089233 40.1334499569 -218.2109053674 91.95980
J027 94OCT02 1994.7515 49627 769 0 141.8 -929 -0.416825 4444346 0.770195 91 0.942992 0.0000 0.001083 0.001357 0.004939 -0.025450 0.026005 -0.088819 40.1334499736 -218.2109051424 91.94299
J027 94OCT03 1994.7543 49628 769 1 141.8 -929 -0.433511 4444346 0.775651 91 0.948983 0.0000 0.001109 0.001392 0.005104 -0.028332 0.017077 -0.105275 40.1334500228 -218.2109053382 91.94898
J027 94OCT04 1994.7570 49629 769 2 141.8 -929 -0.429288 4444346 0.765296 91 0.935733 0.0000 0.001150 0.001417 0.005108 -0.025264 -0.005889 -0.080054 40.1334499295 -218.2109052887 91.93573
J027 94OCT05 1994.7598 49630 769 3 141.8 -929 -0.416760 4444346 0.769825 91 0.919207 0.0000 0.001326 0.001752 0.006423 -0.023618 0.047139 -0.131434 40.1334499703 -218.2109051417 91.91921
J027 94OCT06 1994.7625 49631 769 4 141.8 -929 -0.436615 4444346 0.763598 91 0.943180 0.0000 0.001101 0.001394 0.005013 -0.005675 0.020097 -0.094975 40.1334499142 -218.2109053746 91.94318
J027 94OCT07 1994.7652 49632 769 5 141.8 -929 -0.445056 4444346 0.766455 91 0.941643 0.0000 0.001088 0.001385 0.005077 -0.018609 0.020603 -0.091466 40.1334499399 -218.2109054737 91.94164
J027 94OCT08 1994.7680 49633 769 6 141.8 -929 -0.434710 4444346 0.768353 91 0.940692 0.0000 0.001087 0.001388 0.005063 -0.012297 0.021551 -0.077217 40.1334499570 -218.2109053523 91.94069
J027 94OCT09 1994.7707 49634 770 0 141.8 -929 -0.444510 4444346 0.769433 91 0.944764 0.0000 0.001091 0.001396 0.005064 0.007017 0.016766 -0.079767 40.1334499668 -218.2109054673 91.94476
J027 94OCT10 1994.7734 49635 770 1 141.8 -929 -0.440242 4444346 0.770067 91 0.962870 0.0000 0.001108 0.001443 0.005149 0.020766 -0.015538 -0.050707 40.1334499725 -218.2109054172 91.96287
J027 94OCT11 1994.7762 49636 770 2 141.8 -929 -0.429013 4444346 0.769980 91 0.963469 0.0000 0.001124 0.001464 0.005186 -0.025369 0.011294 -0.099778 40.1334499717 -218.2109052855 91.96347
J027 94OCT12 1994.7789 49637 770 3 141.8 -929 -0.421421 4444346 0.766890 91 0.943846 0.0000 0.001157 0.001539 0.005472 -0.037997 0.031099 -0.041511 40.1334499439 -218.2109051964 91.94385
J027 94OCT13 1994.7817 49638 770 4 141.8 -929 -0.432393 4444346 0.767482 91 0.948895 0.0000 0.001154 0.001451 0.005334 -0.065664 0.004818 -0.085017 40.1334499492 -218.2109053251 91.94889
J027 94OCT14 1994.7844 49639 770 5 141.8 -929 -0.434718 4444346 0.766346 91 0.956414 0.0000 0.001094 0.001417 0.005087 -0.012838 0.019836 -0.129256 40.1334499390 -218.2109053524 91.95641
J027 94OCT15 1994.7871 49640 770 6 141.8 -929 -0.426981 4444346 0.769120 91 0.947490 0.0000 0.001108 0.001383 0.005104 -0.056813 0.041323 -0.108851 40.1334499640 -218.2109052616 91.94749
J027 94OCT16 1994.7899 49641 771 0 141.8 -929 -0.432320 4444346 0.765014 91 0.961263 0.0000 0.001115 0.001393 0.005164 -0.032659 0.041798 -0.099481 40.1334499270 -218.2109053242 91.96126
J027 94OCT17 1994.7926 49642 771 1 141.8 -929 -0.429192 4444346 0.771492 91 0.945879 0.0000 0.001122 0.001405 0.005173 -0.023525 0.054544 -0.086545 40.1334499853 -218.2109052876 91.94588
J027 94OCT18 1994.7953 49643 771 2 141.8 -929 -0.429438 4444346 0.766018 91 0.951549 0.0000 0.001113 0.001381 0.005097 -0.008576 0.034444 -0.125954 40.1334499360 -218.2109052904 91.95155
J027 94OCT19 1994.7981 49644 771 3 141.8 -929 -0.435240 4444346 0.765727 91 0.951865 0.0000 0.001155 0.001401 0.005275 -0.007802 0.020799 -0.123543 40.1334499334 -218.2109053585 91.95187
J027 94OCT20 1994.8008 49645 771 4 141.8 -929 -0.433861 4444346 0.768220 91 0.958332 0.0000 0.001131 0.001403 0.005169 -0.002362 -0.044200 -0.170125 40.1334499558 -218.2109053423 91.95833
J027 94OCT21 1994.8036 49646 771 5 141.8 -929 -0.430589 4444346 0.774763 91 0.946828 0.0000 0.001112 0.001408 0.005143 -0.029157 -0.035638 -0.128370 40.1334500148 -218.2109053039 91.94683
J027 94OCT22 1994.8063 49647 771 6 141.8 -929 -0.416268 4444346 0.769521 91 0.942448 0.0000 0.001107 0.001362 0.005039 -0.001473 0.012387 -0.121805 40.1334499676 -218.2109051359 91.94245
J027 94OCT23 1994.8090 49648 772 0 141.8 -929 -0.421547 4444346 0.771109 91 0.952032 0.0000 0.001075 0.001354 0.004941 -0.009591 -0.016356 -0.155239 40.1334499819 -218.2109051978 91.95203
J027 94OCT24 1994.8118 49649 772 1 141.8 -929 -0.425658 4444346 0.770214 91 0.944966 0.0000 0.001067 0.001369 0.004935 -0.022718 -0.014956 -0.138893 40.1334499738 -218.2109052461 91.94497
J027 94OCT25 1994.8145 49650 772 2 141.8 -929 -0.417910 4444346 0.768902 91 0.937810 0.0000 0.001086 0.001388 0.005053 -0.003421 -0.023777 -0.144918 40.1334499620 -218.2109051552 91.93781
J027 94OCT26 1994.8172 49651 772 3 141.8 -929 -0.430998 4444346 0.759932 91 0.936516 0.0000 0.001097 0.001440 0.005143 -0.036672 -0.027251 -0.123598 40.1334498812 -218.2109053087 91.93652
J027 94OCT27 1994.8200 49652 772 4 141.8 -929 -0.428660 4444346 0.766902 91 0.920259 0.0000 0.001161 0.001509 0.005528 0.028975 -0.020424 -0.158922 40.1334499440 -218.2109052813 91.92026
J027 94OCT28 1994.8227 49653 772 5 141.8 -929 -0.428532 4444346 0.767252 91 0.928500 0.0000 0.001136 0.001396 0.005133 -0.059287 0.011037 -0.123488 40.1334499471 -218.2109052798 91.92850
J027 94OCT29 1994.8255 49654 772 6 141.8 -929 -0.422908 4444346 0.774791 91 0.940671 0.0000 0.001157 0.001432 0.005235 -0.017456 0.007996 -0.109857 40.1334500150 -218.2109052138 91.94067
J027 94OCT30 1994.8282 49655 773 0 141.8 -929 -0.427064 4444346 0.769324 91 0.941401 0.0000 0.001448 0.001550 0.005579 -0.072955 0.029193 -0.151302 40.1334499658 -218.2109052626 91.94140
J027 94OCT31 1994.8309 49656 773 1 141.8 -929 -0.427224 4444346 0.768283 91 0.947736 0.0000 0.001237 0.001388 0.005099 -0.015629 -0.005525 -0.133061 40.1334499564 -218.2109052645 91.94774
J027 94NOV01 1994.8337 49657 773 2 141.8 -929 -0.425305 4444346 0.764057 91 0.949667 0.0000 0.001183 0.001440 0.005164 0.053122 -0.019868 -0.146867 40.1334499184 -218.2109052419 91.94967
