site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J546 97MAR31 1997.2457 50538 899 1 141.6 -2118 -0.860214 4334389 0.275800 124 0.895835 0.0000 0.001244 0.001452 0.005526 -0.031893 0.099396 -0.151844 39.1430890137 -218.4245091919 124.89584
J546 97APR01 1997.2485 50539 899 2 141.6 -2118 -0.852199 4334389 0.275254 124 0.900383 0.0000 0.001161 0.001418 0.005262 -0.067129 0.110096 -0.151459 39.1430890088 -218.4245090992 124.90038
J546 97APR02 1997.2512 50540 899 3 141.6 -2118 -0.857096 4334389 0.275256 124 0.890915 0.0000 0.001453 0.001820 0.006545 -0.089162 0.039390 -0.099421 39.1430890088 -218.4245091558 124.89091
J546 97APR04 1997.2567 50542 899 5 141.6 -2118 -0.854106 4334389 0.277557 124 0.901274 0.0000 0.001098 0.001368 0.005020 -0.056483 0.060347 -0.118789 39.1430890295 -218.4245091212 124.90127
J546 97APR06 1997.2621 50544 900 0 141.6 -2118 -0.854561 4334389 0.277180 124 0.906593 0.0000 0.001608 0.001948 0.007264 -0.004380 0.078504 0.021995 39.1430890261 -218.4245091265 124.90659
J546 97APR07 1997.2649 50545 900 1 141.6 -2118 -0.854621 4334389 0.275571 124 0.905820 0.0000 0.001199 0.001439 0.005318 -0.067294 0.049638 -0.086637 39.1430890116 -218.4245091272 124.90582
J546 97APR08 1997.2676 50546 900 2 141.6 -2118 -0.859493 4334389 0.278261 124 0.897827 0.0000 0.001136 0.001401 0.005131 -0.030881 0.041398 -0.114039 39.1430890358 -218.4245091835 124.89783
J546 97APR09 1997.2704 50547 900 3 141.6 -2118 -0.858583 4334389 0.274700 124 0.922183 0.0000 0.001164 0.001440 0.005321 -0.074802 0.072713 -0.156761 39.1430890038 -218.4245091730 124.92218
J546 97APR10 1997.2731 50548 900 4 141.6 -2118 -0.864513 4334389 0.279540 124 0.899663 0.0000 0.001284 0.001591 0.005828 -0.069878 0.097768 -0.098228 39.1430890474 -218.4245092416 124.89966
J546 97APR11 1997.2758 50549 900 5 141.6 -2118 -0.854716 4334389 0.275062 124 0.907140 0.0000 0.001205 0.001521 0.005553 -0.026354 0.030965 -0.148893 39.1430890070 -218.4245091283 124.90714
J546 97APR12 1997.2786 50550 900 6 141.6 -2118 -0.859894 4334389 0.274813 124 0.893922 0.0000 0.001135 0.001398 0.005108 -0.054773 0.054571 -0.110733 39.1430890048 -218.4245091882 124.89392
J546 97APR13 1997.2813 50551 901 0 141.6 -2118 -0.853249 4334389 0.276475 124 0.909504 0.0000 0.001397 0.001714 0.006309 -0.043791 0.072246 -0.044678 39.1430890197 -218.4245091113 124.90950
J546 97APR14 1997.2841 50552 901 1 141.6 -2118 -0.863429 4334389 0.274359 124 0.897132 0.0000 0.001107 0.001378 0.005035 -0.053949 0.009037 -0.121727 39.1430890007 -218.4245092291 124.89713
J546 97APR15 1997.2868 50553 901 2 141.6 -2118 -0.859467 4334389 0.273595 124 0.899990 0.0000 0.001118 0.001384 0.005018 -0.049173 0.021220 -0.106098 39.1430889938 -218.4245091832 124.89999
J546 97APR16 1997.2895 50554 901 3 141.6 -2118 -0.860485 4334389 0.276909 124 0.900000 0.0000 0.001107 0.001412 0.005129 -0.061194 0.009387 -0.105636 39.1430890237 -218.4245091950 124.90000
J546 97APR17 1997.2923 50555 901 4 141.6 -2118 -0.858410 4334389 0.275961 124 0.906506 0.0000 0.001121 0.001421 0.005170 -0.092832 0.069606 -0.119825 39.1430890151 -218.4245091710 124.90651
J546 97APR18 1997.2950 50556 901 5 141.6 -2118 -0.857933 4334389 0.276162 124 0.901030 0.0000 0.001158 0.001433 0.005286 -0.047684 0.064446 -0.101121 39.1430890169 -218.4245091655 124.90103
J546 97APR19 1997.2977 50557 901 6 141.6 -2118 -0.860866 4334389 0.275068 124 0.887532 0.0000 0.001143 0.001393 0.005242 -0.061830 0.079906 -0.152504 39.1430890071 -218.4245091994 124.88753
J546 97APR20 1997.3005 50558 902 0 141.6 -2118 -0.857543 4334389 0.279607 124 0.887774 0.0000 0.001596 0.001867 0.007374 -0.034974 0.054193 -0.043594 39.1430890480 -218.4245091610 124.88777
J546 97APR21 1997.3032 50559 902 1 141.6 -2118 -0.861815 4334389 0.277453 124 0.901763 0.0000 0.001151 0.001426 0.005270 -0.080718 -0.015114 -0.122748 39.1430890286 -218.4245092104 124.90176
J546 97APR22 1997.3060 50560 902 2 141.6 -2118 -0.865256 4334389 0.275307 124 0.888008 0.0000 0.001189 0.001448 0.005415 -0.084625 0.063363 -0.095453 39.1430890092 -218.4245092502 124.88801
