site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J154 96MAR21 1996.2190 50163 845 4 139.9 2380 0.570605 4493670 0.683262 47 0.964371 0.0000 0.001252 0.001586 0.005726 -0.044666 -0.041240 -0.174669 40.5776435832 -220.0718841168 47.96437
J154 96MAR22 1996.2218 50164 845 5 139.9 2380 0.574503 4493670 0.683071 47 0.977287 0.0000 0.001176 0.001552 0.005677 -0.051542 0.045833 -0.215475 40.5776435815 -220.0718840707 47.97729
J154 96APR04 1996.2574 50177 847 4 139.9 2380 0.571107 4493670 0.681547 47 0.971651 0.0000 0.001130 0.001433 0.005238 -0.015013 -0.011633 -0.165080 40.5776435678 -220.0718841109 47.97165
J154 96APR05 1996.2601 50178 847 5 139.9 2380 0.577173 4493670 0.682028 47 0.971851 0.0000 0.001216 0.001478 0.005455 -0.032990 -0.021682 -0.140483 40.5776435721 -220.0718840392 47.97185
J154 96APR06 1996.2628 50179 847 6 139.9 2380 0.571654 4493670 0.678584 47 0.970048 0.0000 0.001134 0.001425 0.005276 0.034787 -0.070706 -0.184665 40.5776435411 -220.0718841044 47.97005
J154 96APR07 1996.2656 50180 848 0 139.9 2380 0.574073 4493670 0.676689 47 0.963940 0.0000 0.001128 0.001433 0.005201 -0.008441 -0.015556 -0.166265 40.5776435240 -220.0718840758 47.96394
J154 96APR08 1996.2683 50181 848 1 139.9 2380 0.569531 4493670 0.676862 47 0.958331 0.0000 0.001140 0.001464 0.005273 -0.009865 -0.012907 -0.150692 40.5776435256 -220.0718841295 47.95833
J154 96APR09 1996.2710 50182 848 2 139.9 2380 0.571925 4493670 0.680096 47 0.967985 0.0000 0.001163 0.001463 0.005352 -0.008214 0.015953 -0.137169 40.5776435547 -220.0718841012 47.96799
J154 96APR10 1996.2738 50183 848 3 139.9 2380 0.572493 4493670 0.680004 47 0.969979 0.0000 0.001174 0.001466 0.005357 -0.068109 -0.024487 -0.166563 40.5776435539 -220.0718840945 47.96998
J154 96APR11 1996.2765 50184 848 4 139.9 2380 0.576649 4493670 0.677969 47 0.966808 0.0000 0.001124 0.001413 0.005202 -0.038988 -0.030499 -0.164508 40.5776435355 -220.0718840454 47.96681
J154 96APR12 1996.2793 50185 848 5 139.9 2380 0.574962 4493670 0.679509 47 0.963179 0.0000 0.001220 0.001572 0.005557 -0.114998 0.021235 -0.168254 40.5776435494 -220.0718840653 47.96318
J154 96APR13 1996.2820 50186 848 6 139.9 2380 0.572460 4493670 0.680129 47 0.963297 0.0000 0.001172 0.001461 0.005258 -0.082468 0.009697 -0.130655 40.5776435550 -220.0718840949 47.96330
J154 96APR14 1996.2847 50187 849 0 139.9 2380 0.575216 4493670 0.677967 47 0.970011 0.0000 0.001162 0.001482 0.005354 -0.075323 0.006795 -0.107231 40.5776435355 -220.0718840623 47.97001
J154 96APR15 1996.2875 50188 849 1 139.9 2380 0.575296 4493670 0.677186 47 0.963903 0.0000 0.001252 0.001506 0.005627 -0.081117 -0.048815 -0.125328 40.5776435285 -220.0718840614 47.96390
J154 96APR16 1996.2902 50189 849 2 139.9 2380 0.575223 4493670 0.682419 47 0.979729 0.0000 0.001120 0.001419 0.005158 -0.038489 -0.046266 -0.147457 40.5776435756 -220.0718840622 47.97973
J154 96APR17 1996.2930 50190 849 3 139.9 2380 0.568595 4493670 0.677038 47 0.963171 0.0000 0.001107 0.001440 0.005199 -0.033460 -0.022070 -0.141081 40.5776435272 -220.0718841405 47.96317
J154 96APR18 1996.2957 50191 849 4 139.9 2380 0.573830 4493670 0.676793 47 0.963704 0.0000 0.001193 0.001539 0.005625 -0.080409 -0.047889 -0.157757 40.5776435249 -220.0718840787 47.96370
J154 96APR19 1996.2984 50192 849 5 139.9 2380 0.574957 4493670 0.678497 47 0.970564 0.0000 0.001171 0.001466 0.005425 -0.046653 0.037042 -0.187474 40.5776435403 -220.0718840654 47.97056
J154 96APR20 1996.3012 50193 849 6 139.9 2380 0.575444 4493670 0.678227 47 0.963693 0.0000 0.001201 0.001532 0.005493 -0.097384 -0.035203 -0.082168 40.5776435379 -220.0718840596 47.96369
J154 96APR21 1996.3039 50194 850 0 139.9 2380 0.571439 4493670 0.676845 47 0.968178 0.0000 0.001256 0.001514 0.005723 -0.090317 -0.005180 -0.157668 40.5776435254 -220.0718841070 47.96818
J154 96APR22 1996.3066 50195 850 1 139.9 2380 0.574272 4493670 0.676644 47 0.967068 0.0000 0.001269 0.001524 0.005682 -0.125780 0.025982 -0.154237 40.5776435236 -220.0718840735 47.96707
J154 96APR23 1996.3094 50196 850 2 139.9 2380 0.573922 4493670 0.675737 47 0.968134 0.0000 0.001149 0.001461 0.005294 -0.068644 -0.034856 -0.150548 40.5776435154 -220.0718840776 47.96813
J154 96APR24 1996.3121 50197 850 3 139.9 2380 0.573324 4493670 0.675925 47 0.970069 0.0000 0.001132 0.001500 0.005306 -0.047639 0.033533 -0.124678 40.5776435171 -220.0718840847 47.97007
J154 96APR25 1996.3149 50198 850 4 139.9 2380 0.575242 4493670 0.676450 47 0.967530 0.0000 0.001215 0.001526 0.005686 -0.025941 0.010981 -0.122398 40.5776435219 -220.0718840620 47.96753
J154 96APR26 1996.3176 50199 850 5 139.9 2380 0.571508 4493670 0.679823 47 0.977328 0.0000 0.001203 0.001570 0.005743 -0.021092 -0.030561 -0.174703 40.5776435522 -220.0718841061 47.97733
J154 96APR27 1996.3203 50200 850 6 139.9 2380 0.582859 4493670 0.677613 47 0.973469 0.0000 0.001121 0.001419 0.005136 -0.033155 -0.015151 -0.158224 40.5776435323 -220.0718839721 47.97347
J154 96APR28 1996.3231 50201 851 0 139.9 2380 0.574981 4493670 0.675487 47 0.968061 0.0000 0.001129 0.001456 0.005299 -0.003261 -0.050396 -0.165604 40.5776435132 -220.0718840651 47.96806
J154 96APR29 1996.3258 50202 851 1 139.9 2380 0.572244 4493670 0.674941 47 0.950021 0.0000 0.001172 0.001527 0.005524 -0.061689 -0.018534 -0.117471 40.5776435083 -220.0718840975 47.95002
J154 96APR30 1996.3285 50203 851 2 139.9 2380 0.571988 4493670 0.677658 47 0.968376 0.0000 0.001124 0.001468 0.005339 -0.044016 -0.008169 -0.157585 40.5776435327 -220.0718841005 47.96838
J154 96MAY01 1996.3313 50204 851 3 139.9 2380 0.574147 4493670 0.680169 47 0.968080 0.0000 0.001167 0.001491 0.005286 -0.085074 0.004319 -0.084324 40.5776435553 -220.0718840750 47.96808
J154 96MAY02 1996.3340 50205 851 4 139.9 2380 0.571410 4493670 0.678298 47 0.962983 0.0000 0.001214 0.001504 0.005589 -0.032161 -0.068668 -0.184408 40.5776435385 -220.0718841073 47.96298
J154 96MAY03 1996.3368 50206 851 5 139.9 2380 0.572074 4493670 0.676058 47 0.967590 0.0000 0.001167 0.001442 0.005327 -0.039754 -0.040778 -0.150247 40.5776435183 -220.0718840995 47.96759
J154 96MAY04 1996.3395 50207 851 6 139.9 2380 0.574687 4493670 0.678866 47 0.970151 0.0000 0.001109 0.001424 0.005189 -0.033077 -0.013435 -0.173936 40.5776435436 -220.0718840686 47.97015
J154 96MAY05 1996.3422 50208 852 0 139.9 2380 0.574191 4493670 0.678070 47 0.965787 0.0000 0.001125 0.001452 0.005235 -0.074634 -0.025987 -0.148018 40.5776435364 -220.0718840744 47.96579
J154 96MAY06 1996.3450 50209 852 1 139.9 2380 0.572961 4493670 0.680432 47 0.955186 0.0000 0.001220 0.001564 0.005576 -0.045057 -0.051047 -0.135165 40.5776435577 -220.0718840890 47.95519
J154 96MAY07 1996.3477 50210 852 2 139.9 2380 0.570297 4493670 0.678972 47 0.969737 0.0000 0.001135 0.001469 0.005322 -0.050603 0.007694 -0.127791 40.5776435446 -220.0718841204 47.96974
J154 96MAY08 1996.3504 50211 852 3 139.9 2380 0.572500 4493670 0.675185 47 0.966816 0.0000 0.001155 0.001452 0.005358 -0.044265 -0.034590 -0.156862 40.5776435105 -220.0718840944 47.96682
J154 96MAY09 1996.3532 50212 852 4 139.9 2380 0.570985 4493670 0.675007 47 0.966186 0.0000 0.001212 0.001560 0.005589 -0.016474 -0.084445 -0.154305 40.5776435089 -220.0718841123 47.96619
J154 96MAY10 1996.3559 50213 852 5 139.9 2380 0.572881 4493670 0.678122 47 0.962396 0.0000 0.001233 0.001538 0.005781 -0.009523 0.019721 -0.237214 40.5776435369 -220.0718840899 47.96240
J154 96MAY11 1996.3587 50214 852 6 139.9 2380 0.568978 4493670 0.680304 47 0.961424 0.0000 0.001242 0.001614 0.005873 -0.028489 -0.036477 -0.106897 40.5776435566 -220.0718841360 47.96142
J154 96MAY12 1996.3614 50215 853 0 139.9 2380 0.576097 4493670 0.682514 47 0.965258 0.0000 0.001238 0.001642 0.005820 -0.011665 -0.029713 -0.205322 40.5776435765 -220.0718840519 47.96526
J154 96MAY13 1996.3641 50216 853 1 139.9 2380 0.574731 4493670 0.679023 47 0.964364 0.0000 0.001188 0.001594 0.005707 0.006252 -0.031656 -0.179510 40.5776435450 -220.0718840681 47.96436
J154 96MAY14 1996.3669 50217 853 2 139.9 2380 0.571825 4493670 0.679435 47 0.962161 0.0000 0.001161 0.001489 0.005380 -0.056187 -0.035559 -0.158400 40.5776435487 -220.0718841024 47.96216
J154 96MAY15 1996.3696 50218 853 3 139.9 2380 0.569724 4493670 0.681394 47 0.956713 0.0000 0.001283 0.001605 0.005838 -0.059340 -0.057401 -0.083739 40.5776435664 -220.0718841272 47.95671
J154 96MAY16 1996.3723 50219 853 4 139.9 2380 0.568838 4493670 0.675469 47 0.964800 0.0000 0.001222 0.001544 0.005739 -0.031609 -0.023075 -0.224807 40.5776435130 -220.0718841377 47.96480
J154 96MAY17 1996.3751 50220 853 5 139.9 2380 0.573157 4493670 0.676785 47 0.953066 0.0000 0.001391 0.001681 0.006302 -0.099427 0.068288 -0.149702 40.5776435249 -220.0718840867 47.95307
J154 96MAY18 1996.3778 50221 853 6 139.9 2380 0.576468 4493670 0.678890 47 0.966585 0.0000 0.001258 0.001616 0.005863 -0.051230 0.064640 -0.187386 40.5776435438 -220.0718840476 47.96658
J154 96MAY19 1996.3806 50222 854 0 139.9 2380 0.579023 4493670 0.681786 47 0.950174 0.0000 0.001263 0.001576 0.005921 -0.040636 -0.012204 -0.184297 40.5776435699 -220.0718840174 47.95017
J154 96MAY20 1996.3833 50223 854 1 139.9 2380 0.574334 4493670 0.675271 47 0.976182 0.0000 0.001162 0.001454 0.005420 -0.020466 0.027382 -0.188018 40.5776435112 -220.0718840728 47.97618
J154 96MAY21 1996.3860 50224 854 2 139.9 2380 0.574023 4493670 0.674906 47 0.963894 0.0000 0.001210 0.001545 0.005605 0.007124 0.003219 -0.163742 40.5776435080 -220.0718840764 47.96389
J154 96MAY22 1996.3888 50225 854 3 139.9 2380 0.574793 4493670 0.677401 47 0.971919 0.0000 0.001261 0.001617 0.005728 -0.015718 0.022282 -0.209950 40.5776435304 -220.0718840673 47.97192
J154 96MAY23 1996.3915 50226 854 4 139.9 2380 0.574495 4493670 0.677389 47 0.963378 0.0000 0.001292 0.001687 0.005882 0.051222 0.008183 -0.163562 40.5776435303 -220.0718840709 47.96338
J154 96MAY24 1996.3943 50227 854 5 139.9 2380 0.573986 4493670 0.679100 47 0.972013 0.0000 0.001275 0.001612 0.006053 -0.084538 0.030036 -0.191222 40.5776435457 -220.0718840769 47.97201
J154 96MAY25 1996.3970 50228 854 6 139.9 2380 0.571580 4493670 0.677470 47 0.960792 0.0000 0.001186 0.001518 0.005540 -0.101722 0.002120 -0.171168 40.5776435310 -220.0718841053 47.96079
J154 96MAY27 1996.4025 50230 855 1 139.9 2380 0.571665 4493670 0.675178 47 0.971364 0.0000 0.001228 0.001554 0.005734 -0.014524 -0.011555 -0.150810 40.5776435104 -220.0718841043 47.97136
