site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J028 94OCT06 1994.7625 49631 769 4 141.9 3433 0.761583 4382050 0.910240 50 0.078714 0.0000 0.001184 0.001411 0.005372 -0.059957 0.076536 -0.142948 39.5723867930 -218.0600372838 50.07871
J028 94OCT07 1994.7652 49632 769 5 141.9 3433 0.746607 4382050 0.914068 50 0.094660 0.0000 0.001156 0.001379 0.005309 -0.080471 0.083914 -0.105854 39.5723868275 -218.0600374580 50.09466
J028 94OCT08 1994.7680 49633 769 6 141.9 3433 0.761383 4382050 0.914521 50 0.101127 0.0000 0.001138 0.001381 0.005247 -0.037536 0.096831 -0.081023 39.5723868316 -218.0600372861 50.10113
J028 94OCT09 1994.7707 49634 770 0 141.9 3433 0.754218 4382050 0.917310 50 0.109150 0.0000 0.001154 0.001379 0.005251 -0.002178 0.074887 -0.098980 39.5723868567 -218.0600373694 50.10915
J028 94OCT10 1994.7734 49635 770 1 141.9 3433 0.755765 4382050 0.916813 50 0.114952 0.0000 0.001202 0.001472 0.005521 0.001995 0.035801 -0.040451 39.5723868522 -218.0600373514 50.11495
J028 94OCT11 1994.7762 49636 770 2 141.9 3433 0.768309 4382050 0.917367 50 0.123992 0.0000 0.001167 0.001475 0.005366 -0.073123 0.072089 -0.083330 39.5723868572 -218.0600372054 50.12399
J028 94OCT12 1994.7789 49637 770 3 141.9 3433 0.766754 4382050 0.918010 50 0.103753 0.0000 0.001337 0.001543 0.005808 -0.043139 0.130532 -0.098203 39.5723868630 -218.0600372235 50.10375
J028 94OCT13 1994.7817 49638 770 4 141.9 3433 0.767568 4382050 0.915218 50 0.131298 0.0000 0.001192 0.001448 0.005522 0.005311 0.018781 -0.088307 39.5723868379 -218.0600372141 50.13130
J028 94OCT14 1994.7844 49639 770 5 141.9 3433 0.763252 4382050 0.914477 50 0.100523 0.0000 0.001176 0.001385 0.005355 -0.048216 0.094296 -0.099842 39.5723868312 -218.0600372643 50.10052
J028 94OCT15 1994.7871 49640 770 6 141.9 3433 0.765599 4382050 0.916854 50 0.109211 0.0000 0.001185 0.001370 0.005296 -0.023302 0.061513 -0.103551 39.5723868526 -218.0600372370 50.10921
J028 94OCT16 1994.7899 49641 771 0 141.9 3433 0.758880 4382050 0.913301 50 0.096622 0.0000 0.001169 0.001392 0.005389 -0.046288 0.133976 -0.139012 39.5723868206 -218.0600373152 50.09662
J028 94OCT17 1994.7926 49642 771 1 141.9 3433 0.765413 4382050 0.920413 50 0.097248 0.0000 0.001197 0.001390 0.005417 -0.016429 0.071165 -0.104293 39.5723868847 -218.0600372391 50.09725
J028 94OCT18 1994.7953 49643 771 2 141.9 3433 0.769907 4382050 0.916270 50 0.099269 0.0000 0.001147 0.001353 0.005207 -0.021511 0.102601 -0.109445 39.5723868473 -218.0600371868 50.09927
J028 94OCT19 1994.7981 49644 771 3 141.9 3433 0.762910 4382050 0.921973 50 0.102540 0.0000 0.001219 0.001395 0.005379 -0.019455 0.069847 -0.133327 39.5723868987 -218.0600372683 50.10254
J028 94OCT20 1994.8008 49645 771 4 141.9 3433 0.762551 4382050 0.919747 50 0.081417 0.0000 0.001155 0.001365 0.005225 -0.066494 0.077498 -0.127105 39.5723868787 -218.0600372724 50.08142
J028 94OCT21 1994.8036 49646 771 5 141.9 3433 0.763638 4382050 0.922554 50 0.091056 0.0000 0.001136 0.001371 0.005205 -0.058711 0.043785 -0.107532 39.5723869039 -218.0600372598 50.09106
J028 94OCT22 1994.8063 49647 771 6 141.9 3433 0.777122 4382050 0.915890 50 0.094615 0.0000 0.001133 0.001354 0.005131 -0.031905 0.075924 -0.085473 39.5723868439 -218.0600371029 50.09461
J028 94OCT23 1994.8090 49648 772 0 141.9 3433 0.775398 4382050 0.919165 50 0.106865 0.0000 0.001125 0.001337 0.005125 -0.073999 0.103012 -0.149094 39.5723868734 -218.0600371229 50.10686
J028 94OCT24 1994.8118 49649 772 1 141.9 3433 0.768423 4382050 0.916062 50 0.090852 0.0000 0.001123 0.001357 0.005183 -0.065151 0.082839 -0.153600 39.5723868455 -218.0600372041 50.09085
J028 94OCT25 1994.8145 49650 772 2 141.9 3433 0.775436 4382050 0.913452 50 0.098260 0.0000 0.001197 0.001391 0.005382 -0.051928 0.028039 -0.145369 39.5723868220 -218.0600371225 50.09826
J028 94OCT26 1994.8172 49651 772 3 141.9 3433 0.762722 4382050 0.908343 50 0.088495 0.0000 0.001143 0.001386 0.005233 -0.073101 0.101901 -0.145779 39.5723867759 -218.0600372705 50.08849
J028 94OCT27 1994.8200 49652 772 4 141.9 3433 0.763868 4382050 0.914719 50 0.079139 0.0000 0.001249 0.001488 0.005880 -0.005791 -0.003429 -0.165963 39.5723868334 -218.0600372571 50.07914
J028 94OCT28 1994.8227 49653 772 5 141.9 3433 0.763269 4382050 0.916447 50 0.083514 0.0000 0.001196 0.001380 0.005380 -0.048315 0.095962 -0.178247 39.5723868489 -218.0600372641 50.08351
J028 94OCT29 1994.8255 49654 772 6 141.9 3433 0.775744 4382050 0.917402 50 0.096454 0.0000 0.001277 0.001411 0.005635 -0.040129 0.132695 -0.096815 39.5723868575 -218.0600371189 50.09645
J028 94OCT30 1994.8282 49655 773 0 141.9 3433 0.765290 4382050 0.914046 50 0.098028 0.0000 0.001633 0.001552 0.005863 -0.079623 0.039683 -0.080174 39.5723868273 -218.0600372406 50.09803
J028 94OCT31 1994.8309 49656 773 1 141.9 3433 0.763516 4382050 0.915204 50 0.092770 0.0000 0.001142 0.001371 0.005192 -0.041740 0.069861 -0.112923 39.5723868377 -218.0600372612 50.09277
J028 94NOV01 1994.8337 49657 773 2 141.9 3433 0.771220 4382050 0.912737 50 0.093628 0.0000 0.001229 0.001396 0.005516 -0.022653 0.011618 -0.135551 39.5723868155 -218.0600371716 50.09363
J028 94NOV02 1994.8364 49658 773 3 141.9 3433 0.765246 4382050 0.915529 50 0.086841 0.0000 0.001179 0.001405 0.005318 -0.052382 0.065709 -0.168567 39.5723868407 -218.0600372411 50.08684
J028 94NOV03 1994.8392 49659 773 4 141.9 3433 0.771169 4382050 0.911332 50 0.104639 0.0000 0.001210 0.001406 0.005371 -0.029979 0.096512 -0.100864 39.5723868029 -218.0600371722 50.10464
J028 94NOV04 1994.8419 49660 773 5 141.9 3433 0.765068 4382050 0.915595 50 0.091610 0.0000 0.001186 0.001388 0.005272 -0.085151 0.032345 -0.104799 39.5723868413 -218.0600372432 50.09161
J028 94NOV05 1994.8446 49661 773 6 141.9 3433 0.766542 4382050 0.907327 50 0.104192 0.0000 0.001168 0.001393 0.005343 -0.074134 0.079025 -0.131622 39.5723867668 -218.0600372260 50.10419
