site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J037 94OCT01 1994.7488 49626 768 6 141.0 -4006 -0.579688 4242739 0.011374 73 0.572820 0.0000 0.001494 0.001704 0.006549 -0.130967 -0.017358 -0.105782 38.3174878950 -219.0458143819 73.57282
J037 94OCT02 1994.7515 49627 769 0 141.0 -4006 -0.563874 4242739 0.014343 73 0.567293 0.0000 0.001110 0.001368 0.005029 -0.054677 0.034849 -0.130325 38.3174879217 -219.0458142011 73.56729
J037 94OCT03 1994.7543 49628 769 1 141.0 -4006 -0.578978 4242739 0.020513 73 0.564512 0.0000 0.001192 0.001410 0.005434 -0.052338 0.022920 -0.136489 38.3174879773 -219.0458143739 73.56451
J037 94OCT04 1994.7570 49629 769 2 141.0 -4006 -0.582815 4242739 0.010733 73 0.557830 0.0000 0.001306 0.001493 0.005629 -0.018648 -0.036170 -0.086595 38.3174878892 -219.0458144177 73.55783
J037 94OCT05 1994.7598 49630 769 3 141.0 -4006 -0.561224 4242739 0.010874 73 0.557595 0.0000 0.001327 0.001678 0.006246 -0.028207 0.045779 -0.156383 38.3174878904 -219.0458141708 73.55759
J037 94OCT06 1994.7625 49631 769 4 141.0 -4006 -0.587734 4242739 0.004770 73 0.574754 0.0000 0.001112 0.001329 0.005136 -0.035951 0.032063 -0.160982 38.3174878355 -219.0458144739 73.57475
J037 94OCT07 1994.7652 49632 769 5 141.0 -4006 -0.598730 4242739 0.009679 73 0.559197 0.0000 0.001149 0.001378 0.005226 -0.046476 0.040642 -0.135169 38.3174878797 -219.0458145997 73.55920
J037 94OCT08 1994.7680 49633 769 6 141.0 -4006 -0.582878 4242739 0.009137 73 0.577874 0.0000 0.001100 0.001380 0.005118 -0.036629 0.035795 -0.098136 38.3174878748 -219.0458144184 73.57787
J037 94OCT09 1994.7707 49634 770 0 141.0 -4006 -0.590475 4242739 0.013023 73 0.567339 0.0000 0.001129 0.001378 0.005156 -0.032909 0.062086 -0.146744 38.3174879098 -219.0458145053 73.56734
J037 94OCT10 1994.7734 49635 770 1 141.0 -4006 -0.586864 4242739 0.013402 73 0.578717 0.0000 0.001216 0.001483 0.005379 0.015968 0.044421 -0.091554 38.3174879132 -219.0458144640 73.57872
J037 94OCT11 1994.7762 49636 770 2 141.0 -4006 -0.575842 4242739 0.014356 73 0.597198 0.0000 0.001175 0.001449 0.005330 -0.081404 0.064999 -0.135927 38.3174879218 -219.0458143380 73.59720
J037 94OCT12 1994.7789 49637 770 3 141.0 -4006 -0.575169 4242739 0.011793 73 0.587446 0.0000 0.001310 0.001572 0.005810 -0.052962 0.034331 -0.129172 38.3174878987 -219.0458143303 73.58745
J037 94OCT13 1994.7817 49638 770 4 141.0 -4006 -0.583509 4242739 0.018219 73 0.565917 0.0000 0.001286 0.001404 0.005345 -0.093558 0.061173 -0.141079 38.3174879566 -219.0458144257 73.56592
J037 94OCT14 1994.7844 49639 770 5 141.0 -4006 -0.586195 4242739 0.011417 73 0.562715 0.0000 0.001116 0.001383 0.005117 -0.030074 0.081874 -0.092740 38.3174878953 -219.0458144563 73.56271
J037 94OCT15 1994.7871 49640 770 6 141.0 -4006 -0.573912 4242739 0.011767 73 0.581924 0.0000 0.001100 0.001360 0.005066 -0.048463 0.042027 -0.131059 38.3174878985 -219.0458143159 73.58192
J037 94OCT16 1994.7899 49641 771 0 141.0 -4006 -0.588354 4242739 0.012246 73 0.573366 0.0000 0.001171 0.001385 0.005286 -0.047297 0.076645 -0.136550 38.3174879028 -219.0458144810 73.57337
