site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J159 96APR02 1996.2519 50175 847 2 141.3 -536 -0.835301 4461857 0.499124 132 0.503277 0.0000 0.001154 0.001549 0.005526 -0.012300 0.041562 -0.085724 40.2911492850 -218.7063134756 132.50328
J159 96APR03 1996.2546 50176 847 3 141.3 -536 -0.833486 4461857 0.499273 132 0.515883 0.0000 0.001177 0.001559 0.005644 0.003187 0.024945 -0.127144 40.2911492863 -218.7063134542 132.51588
J159 96APR04 1996.2574 50177 847 4 141.3 -536 -0.835255 4461857 0.497138 132 0.516844 0.0000 0.001176 0.001535 0.005629 -0.024509 -0.039634 -0.101228 40.2911492671 -218.7063134750 132.51684
J159 96APR05 1996.2601 50178 847 5 141.3 -536 -0.829199 4461857 0.498056 132 0.517707 0.0000 0.001237 0.001596 0.005805 -0.037848 0.028998 -0.076374 40.2911492753 -218.7063134038 132.51771
J159 96APR06 1996.2628 50179 847 6 141.3 -536 -0.833883 4461857 0.495246 132 0.515610 0.0000 0.001134 0.001486 0.005405 -0.027899 -0.007038 -0.127618 40.2911492500 -218.7063134589 132.51561
J159 96APR07 1996.2656 50180 848 0 141.3 -536 -0.830652 4461857 0.493021 132 0.522138 0.0000 0.001123 0.001496 0.005303 0.001886 -0.007174 -0.113674 40.2911492300 -218.7063134209 132.52214
J159 96APR08 1996.2683 50181 848 1 141.3 -536 -0.832877 4461857 0.494235 132 0.518285 0.0000 0.001204 0.001530 0.005670 -0.036195 0.048265 -0.171801 40.2911492409 -218.7063134471 132.51828
J159 96APR09 1996.2710 50182 848 2 141.3 -536 -0.833104 4461857 0.497936 132 0.512468 0.0000 0.001174 0.001535 0.005615 -0.017583 0.015271 -0.129880 40.2911492743 -218.7063134497 132.51247
J159 96APR10 1996.2738 50183 848 3 141.3 -536 -0.831084 4461857 0.494567 132 0.517772 0.0000 0.001176 0.001546 0.005498 -0.081090 0.082594 -0.170557 40.2911492439 -218.7063134260 132.51777
J159 96APR11 1996.2765 50184 848 4 141.3 -536 -0.828964 4461857 0.495603 132 0.513059 0.0000 0.001140 0.001481 0.005383 -0.035926 0.016606 -0.183531 40.2911492533 -218.7063134010 132.51306
J159 96APR12 1996.2793 50185 848 5 141.3 -536 -0.828921 4461857 0.494433 132 0.510479 0.0000 0.001250 0.001640 0.005793 -0.091252 -0.007374 -0.168752 40.2911492427 -218.7063134005 132.51048
J159 96APR13 1996.2820 50186 848 6 141.3 -536 -0.833548 4461857 0.497105 132 0.515377 0.0000 0.001215 0.001548 0.005704 -0.083803 0.040335 -0.077214 40.2911492668 -218.7063134550 132.51538
J159 96APR14 1996.2847 50187 849 0 141.3 -536 -0.829626 4461857 0.496744 132 0.510896 0.0000 0.001200 0.001556 0.005606 -0.071827 0.002857 -0.086975 40.2911492635 -218.7063134088 132.51090
J159 96APR15 1996.2875 50188 849 1 141.3 -536 -0.830479 4461857 0.494147 132 0.513591 0.0000 0.001254 0.001622 0.005873 -0.130013 0.035938 -0.046275 40.2911492401 -218.7063134189 132.51359
J159 96APR16 1996.2902 50189 849 2 141.3 -536 -0.831796 4461857 0.496436 132 0.528806 0.0000 0.001158 0.001554 0.005521 -0.045343 -0.014167 -0.111431 40.2911492607 -218.7063134343 132.52881
J159 96APR17 1996.2930 50190 849 3 141.3 -536 -0.836475 4461857 0.495359 132 0.506646 0.0000 0.001115 0.001502 0.005350 -0.062087 0.038310 -0.072679 40.2911492511 -218.7063134894 132.50665
J159 96APR18 1996.2957 50191 849 4 141.3 -536 -0.830811 4461857 0.493025 132 0.519902 0.0000 0.001192 0.001632 0.005562 -0.116342 -0.004048 -0.031352 40.2911492300 -218.7063134228 132.51990
J159 96APR19 1996.2984 50192 849 5 141.3 -536 -0.830037 4461857 0.493060 132 0.510897 0.0000 0.001158 0.001535 0.005529 -0.059276 0.040283 -0.096547 40.2911492303 -218.7063134137 132.51090
J159 96MAY01 1996.3313 50204 851 3 141.3 -536 -0.830721 4461857 0.495422 132 0.516367 0.0000 0.001202 0.001574 0.005628 -0.125825 0.054899 -0.060785 40.2911492516 -218.7063134217 132.51637
J159 96MAY02 1996.3340 50205 851 4 141.3 -536 -0.833362 4461857 0.491912 132 0.505419 0.0000 0.001251 0.001581 0.005845 -0.062180 -0.040390 -0.095633 40.2911492200 -218.7063134528 132.50542
J159 96MAY03 1996.3368 50206 851 5 141.3 -536 -0.831345 4461857 0.493669 132 0.515256 0.0000 0.001201 0.001518 0.005612 -0.023190 -0.046829 -0.094993 40.2911492358 -218.7063134290 132.51526
J159 96MAY04 1996.3395 50207 851 6 141.3 -536 -0.831321 4461857 0.493477 132 0.515612 0.0000 0.001127 0.001451 0.005285 -0.054510 0.009760 -0.099355 40.2911492341 -218.7063134288 132.51561
J159 96MAY05 1996.3422 50208 852 0 141.3 -536 -0.829404 4461857 0.493861 132 0.517854 0.0000 0.001139 0.001515 0.005459 -0.065573 0.014642 -0.081960 40.2911492376 -218.7063134062 132.51785
J159 96MAY06 1996.3450 50209 852 1 141.3 -536 -0.831166 4461857 0.494275 132 0.513474 0.0000 0.001242 0.001616 0.005838 -0.067801 0.039020 -0.045129 40.2911492413 -218.7063134269 132.51347
