site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J201 96MAR21 1996.2190 50163 845 4 140.8 -3969 -0.218025 4158722 0.936216 477 0.842772 0.0000 0.001917 0.002597 0.009749 -0.104039 -0.092729 -0.233757 37.5605544516 -219.2449240396 477.84277
J201 96MAR22 1996.2218 50164 845 5 140.8 -3969 -0.212347 4158722 0.940741 477 0.868584 0.0000 0.001276 0.001567 0.006129 -0.101743 0.115482 -0.192119 37.5605544924 -219.2449239754 477.86858
J201 96MAR23 1996.2245 50165 845 6 140.8 -3969 -0.214578 4158722 0.934826 477 0.854993 0.0000 0.001212 0.001554 0.005867 -0.101196 0.056319 -0.127805 37.5605544391 -219.2449240006 477.85499
J201 96MAR24 1996.2272 50166 846 0 140.8 -3969 -0.212264 4158722 0.938427 477 0.858687 0.0000 0.001377 0.001576 0.006205 -0.147990 0.026494 -0.106329 37.5605544715 -219.2449239744 477.85869
J201 96MAR25 1996.2300 50167 846 1 140.8 -3969 -0.214351 4158722 0.942305 477 0.854156 0.0000 0.001302 0.001515 0.006100 -0.065309 0.048161 -0.235270 37.5605545065 -219.2449239981 477.85416
J201 96MAR26 1996.2327 50168 846 2 140.8 -3969 -0.215269 4158722 0.937591 477 0.843026 0.0000 0.001219 0.001454 0.005754 -0.031313 0.087097 -0.196708 37.5605544640 -219.2449240084 477.84303
J201 96MAR27 1996.2355 50169 846 3 140.8 -3969 -0.217897 4158722 0.931482 477 0.845661 0.0000 0.001178 0.001449 0.005698 -0.006509 0.012955 -0.231832 37.5605544090 -219.2449240381 477.84566
J201 96MAR28 1996.2382 50170 846 4 140.8 -3969 -0.213191 4158722 0.933548 477 0.856135 0.0000 0.001188 0.001451 0.005633 -0.060022 0.053823 -0.158925 37.5605544276 -219.2449239849 477.85614
J201 96MAR29 1996.2409 50171 846 5 140.8 -3969 -0.208497 4158722 0.938528 477 0.850579 0.0000 0.001188 0.001436 0.005571 -0.074521 0.028400 -0.188781 37.5605544724 -219.2449239318 477.85058
J201 96MAR30 1996.2437 50172 846 6 140.8 -3969 -0.218525 4158722 0.932186 477 0.848724 0.0000 0.001203 0.001453 0.005670 -0.053809 0.043334 -0.186594 37.5605544153 -219.2449240453 477.84872
J201 96MAR31 1996.2464 50173 847 0 140.8 -3969 -0.220510 4158722 0.943261 477 0.845062 0.0000 0.001189 0.001463 0.005715 -0.063089 0.037337 -0.193598 37.5605545151 -219.2449240678 477.84506
J201 96APR01 1996.2491 50174 847 1 140.8 -3969 -0.213794 4158722 0.939027 477 0.860774 0.0000 0.001186 0.001438 0.005603 -0.040619 0.064906 -0.171362 37.5605544769 -219.2449239918 477.86077
J201 96APR02 1996.2519 50175 847 2 140.8 -3969 -0.214955 4158722 0.941306 477 0.838230 0.0000 0.001198 0.001428 0.005626 -0.047357 0.027222 -0.198188 37.5605544975 -219.2449240049 477.83823
J201 96APR03 1996.2546 50176 847 3 140.8 -3969 -0.215989 4158722 0.939679 477 0.849827 0.0000 0.001183 0.001442 0.005608 -0.047237 0.048577 -0.189619 37.5605544828 -219.2449240166 477.84983
J201 96APR04 1996.2574 50177 847 4 140.8 -3969 -0.219044 4158722 0.938214 477 0.846127 0.0000 0.001184 0.001422 0.005554 -0.024247 0.014854 -0.219352 37.5605544696 -219.2449240512 477.84613
J201 96APR05 1996.2601 50178 847 5 140.8 -3969 -0.212003 4158722 0.938339 477 0.859713 0.0000 0.001271 0.001489 0.005879 -0.063020 0.077991 -0.157811 37.5605544707 -219.2449239715 477.85971
J201 96APR06 1996.2628 50179 847 6 140.8 -3969 -0.215039 4158722 0.934560 477 0.851296 0.0000 0.001180 0.001441 0.005627 -0.039332 0.049158 -0.183313 37.5605544367 -219.2449240058 477.85130
J201 96APR07 1996.2656 50180 848 0 140.8 -3969 -0.216195 4158722 0.934764 477 0.857513 0.0000 0.001154 0.001417 0.005431 -0.039640 0.056682 -0.167735 37.5605544385 -219.2449240189 477.85751
J201 96APR08 1996.2683 50181 848 1 140.8 -3969 -0.218462 4158722 0.934545 477 0.854314 0.0000 0.001223 0.001451 0.005772 -0.034850 0.038375 -0.190909 37.5605544366 -219.2449240446 477.85431
J201 96APR09 1996.2710 50182 848 2 140.8 -3969 -0.217235 4158722 0.936239 477 0.853430 0.0000 0.001237 0.001471 0.005930 -0.014660 -0.011861 -0.211511 37.5605544518 -219.2449240307 477.85343
J201 96APR10 1996.2738 50183 848 3 140.8 -3969 -0.217644 4158722 0.937243 477 0.855916 0.0000 0.001191 0.001432 0.005723 -0.076185 0.123297 -0.207975 37.5605544609 -219.2449240353 477.85592
J201 96APR11 1996.2765 50184 848 4 140.8 -3969 -0.212992 4158722 0.933608 477 0.859849 0.0000 0.001191 0.001415 0.005572 -0.099870 0.103894 -0.219839 37.5605544281 -219.2449239826 477.85985
J201 96APR12 1996.2793 50185 848 5 140.8 -3969 -0.212823 4158722 0.935100 477 0.843097 0.0000 0.001258 0.001526 0.005837 -0.099098 0.018023 -0.185025 37.5605544416 -219.2449239807 477.84310
J201 96APR13 1996.2820 50186 848 6 140.8 -3969 -0.217255 4158722 0.937272 477 0.848477 0.0000 0.001254 0.001466 0.005712 -0.082730 0.027185 -0.154428 37.5605544611 -219.2449240309 477.84848
J201 96APR14 1996.2847 50187 849 0 140.8 -3969 -0.215052 4158722 0.936515 477 0.848234 0.0000 0.001257 0.001466 0.005696 -0.107047 0.023752 -0.172309 37.5605544543 -219.2449240060 477.84823
