site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J896 04JUL01 2004.4983 53187 1277 4 141.4 -1200 -0.797542 4558445 0.927799 51 0.050528 0.0000 0.000813 0.001051 0.003620 -0.010525 0.106408 -0.100361 41.1609343304 -218.6143070963 51.05053
J896 04JUL02 2004.5010 53188 1277 5 141.4 -1200 -0.798212 4558445 0.929639 51 0.049619 0.0000 0.000833 0.001073 0.003757 0.021997 0.096015 -0.028132 41.1609343470 -218.6143071043 51.04962
J896 04JUL03 2004.5038 53189 1277 6 141.4 -1200 -0.798119 4558445 0.929030 51 0.046592 0.0000 0.000821 0.001046 0.003534 0.072603 -0.053895 -0.127869 41.1609343415 -218.6143071032 51.04659
J896 04JUL04 2004.5065 53190 1278 0 141.4 -1200 -0.799317 4558445 0.929885 51 0.044570 0.0000 0.000830 0.001090 0.003656 0.006278 0.093370 -0.060790 41.1609343492 -218.6143071175 51.04457
J896 04JUL05 2004.5092 53191 1278 1 141.4 -1200 -0.800792 4558445 0.929565 51 0.054389 0.0000 0.000822 0.001055 0.003657 0.039834 0.037156 -0.100536 41.1609343463 -218.6143071350 51.05439
J896 04JUL06 2004.5120 53192 1278 2 141.4 -1200 -0.803430 4558445 0.929576 51 0.034603 0.0000 0.000814 0.001035 0.003660 0.024971 0.075246 -0.115157 41.1609343464 -218.6143071665 51.03460
J896 04JUL07 2004.5147 53193 1278 3 141.4 -1200 -0.797654 4558445 0.928404 51 0.050903 0.0000 0.000830 0.001051 0.003627 0.024338 0.060510 -0.115199 41.1609343358 -218.6143070976 51.05090
J896 04JUL08 2004.5175 53194 1278 4 141.4 -1200 -0.799144 4558445 0.929125 51 0.061310 0.0000 0.000811 0.001030 0.003631 0.011502 0.098030 -0.136625 41.1609343423 -218.6143071154 51.06131
J896 04JUL09 2004.5202 53195 1278 5 141.4 -1200 -0.802233 4558445 0.927348 51 0.052363 0.0000 0.000829 0.001042 0.003674 0.047724 0.013802 -0.136483 41.1609343263 -218.6143071522 51.05236
J896 04JUL10 2004.5229 53196 1278 6 141.4 -1200 -0.796759 4558445 0.930718 51 0.047921 0.0000 0.000769 0.000995 0.003282 0.058995 0.086463 -0.122578 41.1609343567 -218.6143070870 51.04792
J896 04JUL11 2004.5257 53197 1279 0 141.4 -1200 -0.799815 4558445 0.928545 51 0.049856 0.0000 0.000795 0.001004 0.003458 0.042756 0.033081 -0.167262 41.1609343371 -218.6143071234 51.04986
J896 04JUL12 2004.5284 53198 1279 1 141.4 -1200 -0.799224 4558445 0.927248 51 0.049501 0.0000 0.000798 0.000991 0.003399 0.037844 0.010372 -0.107905 41.1609343254 -218.6143071164 51.04950
J896 04JUL13 2004.5311 53199 1279 2 141.4 -1200 -0.799597 4558445 0.929217 51 0.049581 0.0000 0.000755 0.000994 0.003380 0.005348 0.097864 -0.061749 41.1609343432 -218.6143071208 51.04958
J896 04JUL14 2004.5339 53200 1279 3 141.4 -1200 -0.796834 4558445 0.927103 51 0.051712 0.0000 0.000742 0.000981 0.003213 0.005481 0.028315 -0.082151 41.1609343241 -218.6143070879 51.05171
J896 04JUL15 2004.5366 53201 1279 4 141.4 -1200 -0.801442 4558445 0.927843 51 0.029477 0.0000 0.000796 0.001037 0.003550 -0.022148 0.051107 -0.161024 41.1609343308 -218.6143071428 51.02948
J896 04JUL16 2004.5394 53202 1279 5 141.4 -1200 -0.804948 4558445 0.930280 51 0.014055 0.0000 0.000837 0.001033 0.003632 0.019086 0.050646 -0.056432 41.1609343527 -218.6143071846 51.01405
J896 04JUL17 2004.5421 53203 1279 6 141.4 -1200 -0.804247 4558445 0.929854 51 0.025334 0.0000 0.000780 0.001042 0.003547 -0.000968 0.085794 -0.109332 41.1609343489 -218.6143071762 51.02533
J896 04JUL18 2004.5448 53204 1280 0 141.4 -1200 -0.804102 4558445 0.927688 51 0.049521 0.0000 0.000829 0.001034 0.003737 -0.016256 0.034241 0.005594 41.1609343294 -218.6143071745 51.04952
J896 04JUL19 2004.5476 53205 1280 1 141.4 -1200 -0.800933 4558445 0.929321 51 0.051737 0.0000 0.000807 0.001026 0.003646 0.045857 0.038613 -0.184397 41.1609343441 -218.6143071367 51.05174
J896 04JUL20 2004.5503 53206 1280 2 141.4 -1200 -0.807757 4558445 0.929663 51 0.022420 0.0000 0.000881 0.001063 0.003837 0.032672 0.041081 -0.089216 41.1609343472 -218.6143072180 51.02242
J896 04JUL21 2004.5530 53207 1280 3 141.4 -1200 -0.801834 4558445 0.930389 51 0.044366 0.0000 0.000780 0.001020 0.003423 0.062572 0.003463 -0.047578 41.1609343537 -218.6143071475 51.04437
J896 04JUL22 2004.5558 53208 1280 4 141.4 -1200 -0.800763 4558445 0.930013 51 0.050538 0.0000 0.000797 0.001025 0.003537 0.059197 -0.008448 -0.090175 41.1609343503 -218.6143071347 51.05054
J896 04JUL23 2004.5585 53209 1280 5 141.4 -1200 -0.797558 4558445 0.928503 51 0.048422 0.0000 0.000812 0.001041 0.003509 0.037014 0.025617 -0.026700 41.1609343367 -218.6143070965 51.04842
