site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J913 04JUL01 2004.4983 53187 1277 4 140.8 2876 0.638676 4311181 0.360392 689 0.690311 0.0000 0.000825 0.001009 0.003745 -0.103854 0.178622 -0.211242 38.9340392373 -219.1668233695 689.69031
J913 04JUL02 2004.5010 53188 1277 5 140.8 2876 0.636423 4311181 0.360910 689 0.683577 0.0000 0.000858 0.001084 0.003828 -0.067339 0.154358 -0.137827 38.9340392420 -219.1668233955 689.68358
J913 04JUL03 2004.5038 53189 1277 6 140.8 2876 0.635197 4311181 0.360269 689 0.690096 0.0000 0.000887 0.001068 0.003855 -0.018037 0.141598 -0.205826 38.9340392362 -219.1668234097 689.69010
J913 04JUL04 2004.5065 53190 1278 0 140.8 2876 0.634957 4311181 0.359586 689 0.691133 0.0000 0.000829 0.001011 0.003666 -0.022428 0.147418 -0.218537 38.9340392300 -219.1668234124 689.69113
J913 04JUL05 2004.5092 53191 1278 1 140.8 2876 0.632497 4311181 0.365742 689 0.677405 0.0000 0.000844 0.001076 0.003788 -0.031070 0.027520 -0.202037 38.9340392855 -219.1668234408 689.67740
J913 04JUL06 2004.5120 53192 1278 2 140.8 2876 0.625995 4311181 0.359053 689 0.679346 0.0000 0.000791 0.000980 0.003494 -0.045018 0.107622 -0.220055 38.9340392252 -219.1668235158 689.67935
J913 04JUL07 2004.5147 53193 1278 3 140.8 2876 0.637345 4311181 0.360281 689 0.688951 0.0000 0.000818 0.001039 0.003720 -0.083384 0.114821 -0.197393 38.9340392363 -219.1668233849 689.68895
J913 04JUL08 2004.5175 53194 1278 4 140.8 2876 0.629889 4311181 0.364258 689 0.671374 0.0000 0.000780 0.000978 0.003521 -0.034756 0.145176 -0.232020 38.9340392721 -219.1668234709 689.67137
J913 04JUL09 2004.5202 53195 1278 5 140.8 2876 0.626934 4311181 0.362375 689 0.681456 0.0000 0.000828 0.001000 0.003714 -0.017910 0.147541 -0.171156 38.9340392552 -219.1668235050 689.68146
J913 04JUL10 2004.5229 53196 1278 6 140.8 2876 0.636289 4311181 0.361095 689 0.680601 0.0000 0.000835 0.000995 0.003651 -0.063957 0.199408 -0.166964 38.9340392436 -219.1668233971 689.68060
J913 04JUL11 2004.5257 53197 1279 0 140.8 2876 0.631299 4311181 0.360859 689 0.664914 0.0000 0.000789 0.000983 0.003558 -0.019852 0.107630 -0.215177 38.9340392415 -219.1668234546 689.66491
J913 04JUL12 2004.5284 53198 1279 1 140.8 2876 0.635491 4311181 0.360473 689 0.677163 0.0000 0.000783 0.000969 0.003454 -0.036692 0.076103 -0.218540 38.9340392380 -219.1668234063 689.67716
J913 04JUL13 2004.5311 53199 1279 2 140.8 2876 0.634801 4311181 0.359273 689 0.685097 0.0000 0.000773 0.000960 0.003529 -0.084757 0.164944 -0.235825 38.9340392272 -219.1668234142 689.68510
J913 04JUL14 2004.5339 53200 1279 3 140.8 2876 0.633570 4311181 0.361160 689 0.670907 0.0000 0.000783 0.000963 0.003567 -0.029097 0.084523 -0.196175 38.9340392442 -219.1668234284 689.67091
J913 04JUL15 2004.5366 53201 1279 4 140.8 2876 0.631859 4311181 0.363987 689 0.669481 0.0000 0.000814 0.001038 0.003597 -0.025702 0.090173 -0.189842 38.9340392697 -219.1668234482 689.66948
J913 04JUL16 2004.5394 53202 1279 5 140.8 2876 0.627464 4311181 0.362121 689 0.671421 0.0000 0.000865 0.001015 0.003849 -0.012437 0.052253 -0.218305 38.9340392529 -219.1668234988 689.67142
J913 04JUL17 2004.5421 53203 1279 6 140.8 2876 0.629798 4311181 0.368342 689 0.666936 0.0000 0.000830 0.001013 0.003776 -0.029313 0.102607 -0.226768 38.9340393089 -219.1668234719 689.66694
J913 04JUL18 2004.5448 53204 1280 0 140.8 2876 0.615724 4311181 0.370996 689 0.649655 0.0000 0.000818 0.001030 0.003606 -0.061009 0.083356 -0.160892 38.9340393328 -219.1668236342 689.64965
J913 04JUL19 2004.5476 53205 1280 1 140.8 2876 0.633092 4311181 0.363733 689 0.691324 0.0000 0.000802 0.001005 0.003608 -0.057935 0.075853 -0.220205 38.9340392674 -219.1668234339 689.69132
J913 04JUL20 2004.5503 53206 1280 2 140.8 2876 0.625375 4311181 0.367353 689 0.696799 0.0000 0.000852 0.001048 0.003815 0.005513 0.089848 -0.235932 38.9340393000 -219.1668235229 689.69680
J913 04JUL21 2004.5530 53207 1280 3 140.8 2876 0.626994 4311181 0.373914 689 0.658515 0.0000 0.000864 0.001078 0.003993 -0.065907 0.144048 -0.210581 38.9340393591 -219.1668235042 689.65851
J913 04JUL22 2004.5558 53208 1280 4 140.8 2876 0.636910 4311181 0.362779 689 0.689706 0.0000 0.000800 0.000976 0.003539 -0.030748 0.158599 -0.187040 38.9340392588 -219.1668233899 689.68971
J913 04JUL23 2004.5585 53209 1280 5 140.8 2876 0.636868 4311181 0.358878 689 0.687000 0.0000 0.000855 0.001030 0.003813 0.007623 0.115437 -0.238653 38.9340392237 -219.1668233904 689.68700
J913 04JUL24 2004.5613 53210 1280 6 140.8 2876 0.634048 4311181 0.360754 689 0.685216 0.0000 0.000793 0.000967 0.003586 -0.069764 0.161680 -0.214595 38.9340392406 -219.1668234229 689.68522
J913 04JUL25 2004.5640 53211 1281 0 140.8 2876 0.637336 4311181 0.358588 689 0.698862 0.0000 0.000783 0.000966 0.003427 -0.031509 0.089320 -0.188622 38.9340392211 -219.1668233850 689.69886
J913 04JUL26 2004.5667 53212 1281 1 140.8 2876 0.635571 4311181 0.361978 689 0.687113 0.0000 0.000779 0.000941 0.003299 -0.062405 0.140742 -0.151590 38.9340392516 -219.1668234053 689.68711
J913 04JUL27 2004.5695 53213 1281 2 140.8 2876 0.636043 4311181 0.361056 689 0.690110 0.0000 0.000893 0.001078 0.004045 -0.010337 0.180282 -0.207623 38.9340392433 -219.1668233999 689.69011
J913 04JUL28 2004.5722 53214 1281 3 140.8 2876 0.636207 4311181 0.361263 689 0.685783 0.0000 0.000758 0.000951 0.003402 -0.073323 0.070069 -0.241034 38.9340392451 -219.1668233980 689.68578
J913 04JUL29 2004.5749 53215 1281 4 140.8 2876 0.638842 4311181 0.358718 689 0.690812 0.0000 0.000760 0.000927 0.003300 -0.073580 0.174252 -0.235049 38.9340392222 -219.1668233676 689.69081
J913 04JUL30 2004.5777 53216 1281 5 140.8 2876 0.637084 4311181 0.361958 689 0.691997 0.0000 0.000754 0.000921 0.003255 -0.069767 0.131616 -0.200181 38.9340392514 -219.1668233879 689.69200
J913 04JUL31 2004.5804 53217 1281 6 140.8 2876 0.637442 4311181 0.362187 689 0.689670 0.0000 0.000774 0.000925 0.003306 -0.071940 0.172418 -0.195916 38.9340392535 -219.1668233838 689.68967
J913 04AUG01 2004.5832 53218 1282 0 140.8 2876 0.635912 4311181 0.361631 689 0.687094 0.0000 0.000793 0.000969 0.003464 -0.038635 0.138572 -0.134819 38.9340392485 -219.1668234014 689.68709
J913 04AUG02 2004.5859 53219 1282 1 140.8 2876 0.637553 4311181 0.362486 689 0.686349 0.0000 0.000816 0.000969 0.003601 -0.027572 0.204888 -0.202694 38.9340392562 -219.1668233825 689.68635
J913 04AUG03 2004.5886 53220 1282 2 140.8 2876 0.638773 4311181 0.361662 689 0.691718 0.0000 0.000749 0.000973 0.003358 -0.076983 0.119218 -0.152891 38.9340392487 -219.1668233684 689.69172
J913 04AUG04 2004.5914 53221 1282 3 140.8 2876 0.636738 4311181 0.361915 689 0.690779 0.0000 0.000790 0.000988 0.003486 -0.081546 0.116117 -0.186678 38.9340392510 -219.1668233919 689.69078
J913 04AUG05 2004.5941 53222 1282 4 140.8 2876 0.635363 4311181 0.361971 689 0.690551 0.0000 0.000831 0.001004 0.003654 -0.059146 0.159543 -0.191438 38.9340392515 -219.1668234077 689.69055
J913 04AUG06 2004.5969 53223 1282 5 140.8 2876 0.636287 4311181 0.362622 689 0.682869 0.0000 0.000788 0.000985 0.003505 -0.051606 0.119075 -0.210486 38.9340392574 -219.1668233971 689.68287
J913 04AUG07 2004.5996 53224 1282 6 140.8 2876 0.638076 4311181 0.361164 689 0.702023 0.0000 0.000827 0.001009 0.003601 -0.051179 0.183656 -0.156014 38.9340392443 -219.1668233765 689.70202
J913 04AUG08 2004.6023 53225 1283 0 140.8 2876 0.638948 4311181 0.360947 689 0.683349 0.0000 0.000809 0.001012 0.003679 -0.042504 0.136407 -0.243916 38.9340392423 -219.1668233664 689.68335
J913 04AUG09 2004.6051 53226 1283 1 140.8 2876 0.637539 4311181 0.361025 689 0.689452 0.0000 0.000848 0.001077 0.003919 -0.102019 0.158830 -0.197719 38.9340392430 -219.1668233827 689.68945
J913 04AUG10 2004.6078 53227 1283 2 140.8 2876 0.637170 4311181 0.362131 689 0.695418 0.0000 0.000796 0.000973 0.003616 -0.090075 0.214123 -0.200919 38.9340392530 -219.1668233869 689.69542
J913 04AUG11 2004.6105 53228 1283 3 140.8 2876 0.634199 4311181 0.366358 689 0.696877 0.0000 0.000797 0.000997 0.003625 -0.056821 0.126217 -0.214219 38.9340392910 -219.1668234212 689.69688
J913 04AUG12 2004.6133 53229 1283 4 140.8 2876 0.637294 4311181 0.365422 689 0.660395 0.0000 0.000804 0.000985 0.003684 -0.050614 0.121326 -0.244510 38.9340392826 -219.1668233855 689.66040
J913 04AUG13 2004.6160 53230 1283 5 140.8 2876 0.626660 4311181 0.363913 689 0.670764 0.0000 0.000817 0.000992 0.003621 -0.018039 0.166329 -0.181825 38.9340392690 -219.1668235081 689.67076
J913 04AUG14 2004.6188 53231 1283 6 140.8 2876 0.635056 4311181 0.364965 689 0.675610 0.0000 0.000790 0.001004 0.003525 -0.062679 0.151011 -0.146733 38.9340392785 -219.1668234113 689.67561
J913 04AUG15 2004.6215 53232 1284 0 140.8 2876 0.629509 4311181 0.367644 689 0.681718 0.0000 0.000797 0.000994 0.003605 -0.021816 0.119927 -0.182344 38.9340393026 -219.1668234752 689.68172
J913 04AUG16 2004.6242 53233 1284 1 140.8 2876 0.633112 4311181 0.364330 689 0.667681 0.0000 0.000857 0.001091 0.003964 0.062817 0.073068 -0.255049 38.9340392728 -219.1668234337 689.66768
J913 04AUG17 2004.6270 53234 1284 2 140.8 2876 0.635803 4311181 0.363827 689 0.698125 0.0000 0.000819 0.000997 0.003669 -0.080855 0.138480 -0.221884 38.9340392682 -219.1668234027 689.69812
J913 04AUG18 2004.6297 53235 1284 3 140.8 2876 0.628911 4311181 0.364464 689 0.677975 0.0000 0.000810 0.001019 0.003643 -0.037989 0.116927 -0.197096 38.9340392740 -219.1668234822 689.67798
J913 04AUG19 2004.6324 53236 1284 4 140.8 2876 0.642728 4311181 0.363094 689 0.699208 0.0000 0.000811 0.001013 0.003628 -0.031520 0.131707 -0.148823 38.9340392616 -219.1668233228 689.69921
J913 04AUG20 2004.6352 53237 1284 5 140.8 2876 0.638647 4311181 0.364007 689 0.669560 0.0000 0.000858 0.001014 0.003757 -0.002675 0.094642 -0.231688 38.9340392699 -219.1668233699 689.66956
J913 04AUG21 2004.6379 53238 1284 6 140.8 2876 0.636062 4311181 0.359524 689 0.681824 0.0000 0.000767 0.000932 0.003343 -0.030428 0.106598 -0.221289 38.9340392295 -219.1668233997 689.68182
J913 04AUG22 2004.6407 53239 1285 0 140.8 2876 0.638253 4311181 0.359668 689 0.689939 0.0000 0.000801 0.000990 0.003500 -0.037071 0.132621 -0.144286 38.9340392308 -219.1668233744 689.68994
J913 04AUG23 2004.6434 53240 1285 1 140.8 2876 0.637552 4311181 0.360692 689 0.693725 0.0000 0.000777 0.000968 0.003525 -0.033962 0.153025 -0.221134 38.9340392400 -219.1668233825 689.69372
J913 04AUG24 2004.6461 53241 1285 2 140.8 2876 0.633580 4311181 0.359839 689 0.671355 0.0000 0.000840 0.001041 0.003828 -0.045682 0.070347 -0.219909 38.9340392323 -219.1668234283 689.67136
