site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
J192 96MAR21 1996.2190 50163 845 4 140.2 -3285 -0.904106 4336734 0.397428 298 0.423360 0.0000 0.001161 0.001493 0.005351 -0.008449 0.010825 -0.148445 39.1642127311 -219.8380199390 298.42336
J192 96MAR24 1996.2272 50166 846 0 140.2 -3285 -0.899741 4336734 0.397501 298 0.425342 0.0000 0.001189 0.001461 0.005324 -0.060550 0.041315 -0.112281 39.1642127318 -219.8380198885 298.42534
J192 96MAR25 1996.2300 50167 846 1 140.2 -3285 -0.907930 4336734 0.398730 298 0.425516 0.0000 0.001107 0.001397 0.005106 0.009688 0.042581 -0.121470 39.1642127429 -219.8380199832 298.42552
J192 96MAR26 1996.2327 50168 846 2 140.2 -3285 -0.906060 4336734 0.393984 298 0.415972 0.0000 0.001165 0.001469 0.005503 -0.006489 0.023541 -0.150515 39.1642127001 -219.8380199616 298.41597
J192 96MAR27 1996.2355 50169 846 3 140.2 -3285 -0.905687 4336734 0.391041 298 0.425023 0.0000 0.001163 0.001453 0.005411 -0.029591 -0.044440 -0.137196 39.1642126736 -219.8380199572 298.42502
J192 96MAR28 1996.2382 50170 846 4 140.2 -3285 -0.898135 4336734 0.392434 298 0.431272 0.0000 0.001250 0.001627 0.005932 -0.016108 -0.011946 -0.117152 39.1642126862 -219.8380198699 298.43127
J192 96MAR29 1996.2409 50171 846 5 140.2 -3285 -0.896470 4336734 0.398037 298 0.428774 0.0000 0.001126 0.001424 0.005273 -0.037243 0.034508 -0.106370 39.1642127366 -219.8380198506 298.42877
J192 96MAR30 1996.2437 50172 846 6 140.2 -3285 -0.908235 4336734 0.387887 298 0.422432 0.0000 0.001676 0.002210 0.008106 -0.052287 0.004710 -0.153350 39.1642126452 -219.8380199867 298.42243
J192 96MAR31 1996.2464 50173 847 0 140.2 -3285 -0.916104 4336734 0.404259 298 0.433942 0.0000 0.001148 0.001448 0.005395 -0.011141 0.013805 -0.165519 39.1642127927 -219.8380200778 298.43394
J192 96APR01 1996.2491 50174 847 1 140.2 -3285 -0.907603 4336734 0.399261 298 0.434743 0.0000 0.001244 0.001591 0.005937 -0.028049 -0.035051 -0.138998 39.1642127477 -219.8380199794 298.43474
J192 96APR02 1996.2519 50175 847 2 140.2 -3285 -0.907400 4336734 0.401272 298 0.422392 0.0000 0.001230 0.001575 0.005773 -0.013845 0.008151 -0.146908 39.1642127658 -219.8380199771 298.42239
J192 96APR03 1996.2546 50176 847 3 140.2 -3285 -0.905056 4336734 0.400038 298 0.438084 0.0000 0.001249 0.001607 0.005904 0.000567 0.080947 -0.127852 39.1642127547 -219.8380199500 298.43808
J192 96APR04 1996.2574 50177 847 4 140.2 -3285 -0.905517 4336734 0.397752 298 0.419871 0.0000 0.001117 0.001419 0.005189 0.014869 0.025531 -0.112149 39.1642127341 -219.8380199553 298.41987
J192 96APR05 1996.2601 50178 847 5 140.2 -3285 -0.901752 4336734 0.398962 298 0.420881 0.0000 0.001209 0.001504 0.005567 -0.002817 -0.004190 -0.131025 39.1642127450 -219.8380199117 298.42088
J192 96APR06 1996.2628 50179 847 6 140.2 -3285 -0.906827 4336734 0.395427 298 0.430090 0.0000 0.001113 0.001400 0.005155 0.001691 -0.000293 -0.175070 39.1642127131 -219.8380199704 298.43009
J192 96APR07 1996.2656 50180 848 0 140.2 -3285 -0.902782 4336734 0.392701 298 0.438123 0.0000 0.001127 0.001400 0.005219 -0.007755 -0.000317 -0.140942 39.1642126886 -219.8380199236 298.43812
J192 96APR08 1996.2683 50181 848 1 140.2 -3285 -0.904763 4336734 0.393152 298 0.431376 0.0000 0.001182 0.001452 0.005436 -0.016816 -0.017388 -0.113174 39.1642126926 -219.8380199466 298.43138
J192 96APR09 1996.2710 50182 848 2 140.2 -3285 -0.907353 4336734 0.398853 298 0.428898 0.0000 0.001167 0.001472 0.005394 -0.017164 0.036732 -0.108237 39.1642127440 -219.8380199765 298.42890
J192 96APR10 1996.2738 50183 848 3 140.2 -3285 -0.902369 4336734 0.397348 298 0.430269 0.0000 0.001145 0.001479 0.005491 -0.011260 0.048880 -0.110801 39.1642127304 -219.8380199189 298.43027
J192 96APR11 1996.2765 50184 848 4 140.2 -3285 -0.902499 4336734 0.395780 298 0.423845 0.0000 0.001114 0.001425 0.005299 -0.021899 0.009948 -0.181539 39.1642127163 -219.8380199204 298.42384
J192 96APR13 1996.2820 50186 848 6 140.2 -3285 -0.906016 4336734 0.395595 298 0.417236 0.0000 0.001152 0.001436 0.005215 -0.066762 0.029266 -0.118818 39.1642127146 -219.8380199611 298.41724
J192 96APR14 1996.2847 50187 849 0 140.2 -3285 -0.902916 4336734 0.394207 298 0.427470 0.0000 0.001165 0.001484 0.005337 -0.036902 0.021233 -0.096586 39.1642127021 -219.8380199252 298.42747
J192 96APR15 1996.2875 50188 849 1 140.2 -3285 -0.901991 4336734 0.393174 298 0.435976 0.0000 0.001229 0.001507 0.005596 -0.106485 0.093424 -0.132448 39.1642126928 -219.8380199145 298.43598
J192 96APR16 1996.2902 50189 849 2 140.2 -3285 -0.902424 4336734 0.396258 298 0.447981 0.0000 0.001107 0.001429 0.005193 -0.041469 -0.026599 -0.124821 39.1642127206 -219.8380199195 298.44798
J192 96APR17 1996.2930 50190 849 3 140.2 -3285 -0.907498 4336734 0.389914 298 0.426757 0.0000 0.001155 0.001463 0.005452 -0.026387 0.060096 -0.114905 39.1642126635 -219.8380199782 298.42676
J192 96APR18 1996.2957 50191 849 4 140.2 -3285 -0.908493 4336734 0.394325 298 0.428002 0.0000 0.001259 0.001603 0.005824 -0.089487 -0.018550 -0.092854 39.1642127032 -219.8380199897 298.42800
J192 96APR19 1996.2984 50192 849 5 140.2 -3285 -0.899919 4336734 0.394910 298 0.432780 0.0000 0.001155 0.001438 0.005384 -0.073710 0.076164 -0.150282 39.1642127085 -219.8380198905 298.43278
J192 96APR20 1996.3012 50193 849 6 140.2 -3285 -0.901252 4336734 0.395770 298 0.421060 0.0000 0.001227 0.001503 0.005574 -0.091424 0.005018 -0.073327 39.1642127162 -219.8380199059 298.42106
J192 96APR21 1996.3039 50194 850 0 140.2 -3285 -0.905103 4336734 0.390433 298 0.426706 0.0000 0.001316 0.001647 0.006014 -0.105223 0.020879 -0.156376 39.1642126681 -219.8380199505 298.42671
J192 96APR22 1996.3066 50195 850 1 140.2 -3285 -0.902268 4336734 0.392278 298 0.427766 0.0000 0.001233 0.001506 0.005497 -0.116691 0.048079 -0.098710 39.1642126848 -219.8380199177 298.42777
J192 96APR23 1996.3094 50196 850 2 140.2 -3285 -0.897896 4336734 0.392732 298 0.438970 0.0000 0.001164 0.001462 0.005306 -0.053649 0.062938 -0.124091 39.1642126888 -219.8380198671 298.43897
J192 96APR24 1996.3121 50197 850 3 140.2 -3285 -0.902383 4336734 0.393900 298 0.429196 0.0000 0.001143 0.001456 0.005345 -0.045366 0.013298 -0.126493 39.1642126994 -219.8380199190 298.42920
J192 96APR25 1996.3149 50198 850 4 140.2 -3285 -0.902467 4336734 0.392465 298 0.429409 0.0000 0.001184 0.001466 0.005510 -0.018932 0.034097 -0.148702 39.1642126864 -219.8380199200 298.42941
J192 96APR26 1996.3176 50199 850 5 140.2 -3285 -0.906793 4336734 0.396793 298 0.417800 0.0000 0.001152 0.001484 0.005378 -0.033921 0.021516 -0.126014 39.1642127254 -219.8380199701 298.41780
J192 96APR27 1996.3203 50200 850 6 140.2 -3285 -0.893954 4336734 0.394629 298 0.435187 0.0000 0.001109 0.001430 0.005172 -0.031618 0.016575 -0.157548 39.1642127059 -219.8380198215 298.43519
J192 96APR28 1996.3231 50201 851 0 140.2 -3285 -0.902299 4336734 0.391611 298 0.433818 0.0000 0.001116 0.001420 0.005187 -0.072797 0.036421 -0.148467 39.1642126787 -219.8380199180 298.43382
J192 96APR29 1996.3258 50202 851 1 140.2 -3285 -0.904111 4336734 0.390760 298 0.424883 0.0000 0.001186 0.001518 0.005550 -0.077092 0.110957 -0.132163 39.1642126711 -219.8380199390 298.42488
J192 96APR30 1996.3285 50203 851 2 140.2 -3285 -0.902570 4336734 0.393280 298 0.427854 0.0000 0.001125 0.001473 0.005288 -0.054630 0.041584 -0.062064 39.1642126938 -219.8380199212 298.42785
J192 96MAY01 1996.3313 50204 851 3 140.2 -3285 -0.904205 4336734 0.394330 298 0.442931 0.0000 0.001187 0.001491 0.005444 -0.081718 0.053726 -0.089501 39.1642127032 -219.8380199401 298.44293
J192 96MAY02 1996.3340 50205 851 4 140.2 -3285 -0.900146 4336734 0.390436 298 0.446223 0.0000 0.001258 0.001562 0.005772 -0.039790 0.034913 -0.149045 39.1642126682 -219.8380198931 298.44622
J192 96MAY03 1996.3368 50206 851 5 140.2 -3285 -0.908187 4336734 0.392178 298 0.424585 0.0000 0.001183 0.001473 0.005508 -0.031209 0.012427 -0.134420 39.1642126839 -219.8380199862 298.42458
J192 96MAY04 1996.3395 50207 851 6 140.2 -3285 -0.902124 4336734 0.394650 298 0.440150 0.0000 0.001107 0.001401 0.005186 -0.031554 0.023200 -0.170772 39.1642127061 -219.8380199160 298.44015
J192 96MAY05 1996.3422 50208 852 0 140.2 -3285 -0.904111 4336734 0.395914 298 0.440637 0.0000 0.001173 0.001464 0.005443 -0.065057 0.005460 -0.140632 39.1642127175 -219.8380199390 298.44064
J192 96MAY06 1996.3450 50209 852 1 140.2 -3285 -0.902038 4336734 0.397170 298 0.434095 0.0000 0.001247 0.001566 0.005771 -0.064820 -0.008332 -0.122479 39.1642127288 -219.8380199150 298.43409
J192 96MAY07 1996.3477 50210 852 2 140.2 -3285 -0.905246 4336734 0.395180 298 0.436628 0.0000 0.001167 0.001483 0.005497 -0.062412 0.032954 -0.173413 39.1642127109 -219.8380199522 298.43663
J192 96MAY08 1996.3504 50211 852 3 140.2 -3285 -0.901356 4336734 0.389360 298 0.444446 0.0000 0.001179 0.001455 0.005477 -0.015159 0.016693 -0.178367 39.1642126585 -219.8380199071 298.44445
J192 96MAY09 1996.3532 50212 852 4 140.2 -3285 -0.909829 4336734 0.394178 298 0.434820 0.0000 0.001230 0.001564 0.005802 -0.034808 0.019396 -0.156918 39.1642127019 -219.8380200052 298.43482
J192 96MAY10 1996.3559 50213 852 5 140.2 -3285 -0.906909 4336734 0.395586 298 0.417074 0.0000 0.001241 0.001595 0.005928 -0.036066 0.029283 -0.145789 39.1642127146 -219.8380199714 298.41707
J192 96MAY11 1996.3587 50214 852 6 140.2 -3285 -0.907560 4336734 0.397145 298 0.433008 0.0000 0.001224 0.001546 0.005815 0.008998 0.107553 -0.096922 39.1642127286 -219.8380199789 298.43301
J192 96MAY12 1996.3614 50215 853 0 140.2 -3285 -0.896847 4336734 0.396783 298 0.434383 0.0000 0.001245 0.001624 0.005981 -0.037054 0.054650 -0.171877 39.1642127253 -219.8380198550 298.43438
J192 96MAY13 1996.3641 50216 853 1 140.2 -3285 -0.901664 4336734 0.396092 298 0.433210 0.0000 0.001197 0.001519 0.005621 -0.030791 -0.010289 -0.111856 39.1642127191 -219.8380199107 298.43321
J192 96MAY14 1996.3669 50217 853 2 140.2 -3285 -0.903641 4336734 0.395429 298 0.420854 0.0000 0.001175 0.001509 0.005610 -0.040723 -0.006319 -0.178829 39.1642127131 -219.8380199336 298.42085
J192 96MAY15 1996.3696 50218 853 3 140.2 -3285 -0.908433 4336734 0.398429 298 0.424199 0.0000 0.001264 0.001552 0.005842 -0.050850 -0.022060 -0.092565 39.1642127402 -219.8380199890 298.42420
J192 96MAY16 1996.3723 50219 853 4 140.2 -3285 -0.907477 4336734 0.390993 298 0.432479 0.0000 0.001269 0.001551 0.005880 -0.039624 0.033904 -0.104763 39.1642126732 -219.8380199779 298.43248
